Gene,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,cond9,cond10,cond11,cond12,cond13,cond14,cond15,cond16,cond17
YLR099C,309,294,318,330,314,337,347,387,356,347,364,333,322,333,340,309,294
YLR101C,361,333,361,337,353,343,366,350,397,432,366,404,401,389,376,423,411
YLR103C,220,294,374,330,294,264,240,179,208,271,314,318,289,230,230,179,195
YLR107W,283,294,240,264,271,271,271,248,277,195,240,240,248,240,240,264,256
YLR108C,69,0,0,0,69,0,69,0,110,69,69,110,139,0,69,110,69
YLR109W,456,449,411,393,358,318,294,322,356,428,385,403,403,385,389,387,391
YLR110C,526,506,544,535,526,518,515,540,488,595,543,513,498,551,528,534,514
YLR111W,69,0,0,69,0,0,69,69,0,0,0,0,0,110,69,0,0
YLR114C,240,220,220,230,256,248,277,230,256,179,195,240,277,220,220,220,240
YLR119W,318,271,264,271,264,283,277,264,283,271,294,271,277,294,240,277,277
YLR121C,256,256,314,289,248,264,248,195,161,195,289,277,220,220,220,179,179
YLR123C,195,179,139,161,110,139,110,139,110,0,110,69,110,69,69,69,69
YLR126C,264,240,294,271,240,195,208,161,220,179,195,256,264,230,220,220,230
YLR127C,195,195,179,161,179,179,195,139,179,110,139,161,195,110,161,161,161
YLR128W,179,139,110,110,110,69,110,110,139,69,69,110,139,69,110,110,139
YLR131C,179,161,161,208,248,277,289,283,300,240,208,195,264,277,256,277,248
YLR133W,139,69,0,0,0,69,69,0,110,0,110,110,110,69,110,69,69
YLR134W,208,161,161,179,139,161,139,208,161,161,179,161,208,179,195,161,161
YLR136C,139,110,0,69,0,0,0,0,0,0,0,0,0,69,0,0,0
YLR137W,195,139,161,139,139,110,110,69,139,0,0,139,139,110,69,110,110
YLR138W,340,322,330,322,347,314,356,356,350,309,314,330,340,326,337,333,337
YLR140W,248,208,230,220,208,220,208,230,195,139,195,195,195,220,220,179,179
YLR141W,0,0,110,110,110,110,69,110,110,69,110,110,110,0,69,69,69
YLR142W,240,69,69,139,139,161,161,161,195,110,161,179,230,208,220,208,208
YLR145W,230,277,240,264,283,264,264,220,304,264,208,277,300,220,248,309,283
YLR146C,256,318,283,283,264,283,283,277,277,230,271,256,264,256,240,264,256
YLR149C,195,139,69,110,69,69,69,139,110,110,139,139,139,139,139,139,110
YLR150W,445,456,480,460,487,466,467,477,462,516,467,474,462,472,448,477,467
YLR151C,220,139,264,220,179,161,161,110,139,139,161,220,208,161,161,139,139
YLR152C,195,110,110,110,110,110,139,110,179,69,110,110,161,139,139,179,195
YLR158C,240,240,208,230,208,230,220,179,230,195,220,208,240,195,208,208,195
YLR159W,69,110,69,69,69,110,110,110,69,0,69,0,69,110,110,69,69
YLR161W,110,110,69,69,69,110,110,139,69,0,69,0,69,110,110,69,69
YLR166C,240,264,220,230,277,294,289,230,283,240,289,283,289,240,271,271,277
YLR167W,471,449,481,463,490,448,450,456,452,561,481,478,466,478,470,498,496
YLR168C,356,248,240,289,318,326,304,318,326,304,309,304,330,326,343,330,343
YLR169W,277,256,230,277,314,326,309,304,330,309,322,309,326,333,350,337,330
YLR170C,289,264,240,283,333,326,322,294,337,294,309,314,326,337,333,340,347
YLR171W,161,161,139,161,179,195,195,179,230,179,161,195,240,230,195,230,230
YLR175W,395,433,434,414,419,397,397,437,411,449,406,416,417,429,416,439,420
YLR176C,161,110,139,69,110,110,110,110,110,0,69,110,110,110,69,110,69
YLR177W,248,139,195,195,179,179,179,161,195,110,161,179,195,179,179,179,179
YLR178C,333,264,179,179,161,139,139,110,161,161,195,208,195,161,179,179,179
YLR183C,110,195,326,300,230,208,179,110,139,179,304,277,271,220,179,139,139
YLR184W,69,69,110,69,69,0,69,139,69,110,69,69,69,110,69,69,69
YLR185W,474,474,487,487,485,448,450,464,461,539,482,474,462,493,457,499,478
YLR186W,361,406,381,378,369,381,376,403,378,358,378,369,374,374,374,356,356
YLR187W,248,240,248,271,277,304,271,294,240,220,230,208,208,256,240,195,179
YLR190W,264,220,256,248,300,333,389,395,369,283,289,264,294,289,330,337,347
YLR191W,256,220,240,240,230,240,248,220,248,179,240,240,264,240,230,220,230
YLR192C,353,353,366,350,358,350,361,326,356,361,350,350,356,330,364,353,350
YLR194C,455,378,408,428,411,436,437,403,389,474,481,428,401,429,409,378,401
YLR197W,366,411,414,413,429,403,393,381,417,438,401,401,416,381,374,443,417
YLR198C,330,374,353,350,371,326,309,322,369,434,358,383,376,371,337,413,393
YLR200W,403,413,374,387,385,389,393,422,385,356,366,366,371,385,403,381,374
YLR205C,300,195,240,220,179,161,179,161,208,248,208,208,230,208,248,248,256
YLR207W,195,139,139,110,139,161,139,139,139,69,161,139,161,69,139,110,69
YLR209C,230,230,256,264,271,271,256,230,271,208,208,248,277,240,240,256,220
YLR211C,161,161,69,139,161,139,139,110,179,110,139,139,139,110,139,161,195
YLR212C,110,179,220,195,161,161,139,179,195,161,230,220,208,161,161,110,139
YLR215C,240,289,208,220,230,240,230,264,256,195,208,230,230,230,220,208,220
YLR216C,475,426,447,393,361,343,350,333,333,304,318,340,353,350,340,343,356
YLR217W,387,347,337,294,195,208,208,179,208,69,195,179,256,179,195,195,220
YLR218C,248,139,139,161,195,195,208,139,220,230,248,271,256,208,230,240,248
YLR219W,283,208,220,277,289,326,289,289,248,220,271,240,271,294,277,230,208
YLR220W,161,179,179,195,220,208,208,161,240,195,208,220,240,195,195,195,220
YLR222C,264,304,289,277,304,283,283,277,300,240,248,248,289,264,256,264,271
YLR223C,337,358,309,326,340,333,326,283,314,283,271,283,300,300,256,300,277
YLR227C,333,353,294,322,322,330,318,353,322,264,309,304,314,314,330,314,314
YLR228C,139,110,139,161,179,139,110,139,139,69,0,110,139,69,69,110,69
YLR229C,381,378,413,393,406,395,406,378,404,391,387,406,408,406,383,401,401
YLR231C,314,248,230,208,195,195,208,195,264,208,220,256,283,240,240,230,256
YLR232W,110,0,69,69,0,0,69,0,69,0,69,69,110,0,0,0,0
YLR233C,195,195,264,220,179,208,179,195,179,161,230,208,208,195,179,139,161
YLR234W,110,69,179,139,110,110,69,69,110,110,110,139,139,69,110,110,69
YLR236C,139,110,195,179,110,110,69,69,69,110,139,139,139,69,110,69,69
YLR243W,366,369,378,356,347,353,381,347,369,343,343,347,358,353,353,353,361
YLR248W,309,277,300,289,304,318,309,318,300,309,304,283,300,304,283,283,277
YLR249W,422,429,455,450,456,423,426,408,436,501,442,442,436,451,414,475,457
YLR250W,283,309,283,271,294,277,277,256,318,300,283,309,300,248,256,309,314
YLR251W,271,240,161,161,161,161,161,139,208,139,161,195,208,139,179,195,208
YLR252W,314,283,161,179,179,179,161,195,220,161,208,220,220,179,220,230,248
YLR253W,161,208,139,110,139,139,110,161,195,139,139,195,195,139,161,179,179
YLR254C,350,366,333,340,289,300,337,419,378,337,353,304,277,304,353,356,366
YLR256W,230,248,277,283,264,294,271,230,208,139,179,161,195,195,208,161,161
YLR258W,289,195,161,195,195,230,230,230,208,220,294,271,256,256,240,208,220
YLR260W,256,161,195,220,195,208,208,195,208,139,208,195,230,230,230,195,195
YLR261C,264,277,264,289,318,318,294,289,294,277,294,283,294,294,294,300,289
YLR262C,195,220,179,220,240,240,230,208,240,179,195,220,248,208,179,230,208
YLR265C,264,271,208,240,230,256,248,277,264,220,256,248,230,248,256,240,248
YLR266C,220,248,195,161,161,139,110,161,179,110,179,179,208,179,179,195,208
YLR267W,69,110,69,0,69,69,69,0,69,0,0,69,69,69,69,0,69
YLR270W,300,264,208,179,195,220,230,195,256,208,248,256,264,220,230,230,248
YLR273C,195,161,139,110,110,110,110,110,179,161,179,139,110,0,110,69,139
YLR274W,220,240,220,179,179,195,195,240,289,256,256,220,208,179,195,220,240
YLR275W,248,283,248,248,256,248,240,220,256,195,208,230,248,195,195,240,240
YLR277C,179,248,161,195,220,230,220,230,240,208,208,195,220,179,220,179,195
YLR279W,179,139,161,195,139,139,139,179,179,208,195,195,179,179,179,161,161
YLR281C,220,110,230,230,195,161,179,179,195,69,0,195,220,179,179,195,179
YLR282C,195,110,139,139,69,110,139,69,139,0,0,110,139,110,110,110,110
YLR283W,271,208,220,240,220,248,248,195,230,161,240,220,230,220,230,208,208
YLR286C,318,381,283,230,240,300,289,248,220,343,419,381,356,356,340,283,294
YLR287C,240,264,208,230,248,248,256,230,271,195,230,240,277,230,220,240,256
YLR291C,300,326,289,277,271,283,277,322,283,264,289,283,289,283,294,277,271
YLR293C,441,430,463,444,437,428,439,414,436,462,433,438,438,413,419,442,437
YLR294C,479,444,454,432,447,472,475,437,436,491,491,449,442,498,438,465,472
YLR297W,391,330,333,353,358,358,401,425,411,383,383,361,353,353,399,406,414
YLR298C,340,333,318,314,337,337,337,340,333,289,314,318,322,322,326,309,314
YLR300W,399,409,461,467,465,449,444,406,429,475,477,454,457,474,429,457,450
YLR304C,406,381,337,353,374,371,353,399,401,442,414,428,419,428,419,420,419
YLR305C,240,271,240,230,248,256,230,264,240,220,240,220,230,230,230,208,195
YLR306W,208,195,230,161,195,195,208,179,220,110,139,195,220,69,139,179,208
YLR312C,110,0,0,69,0,0,0,0,69,0,0,0,0,0,0,69,0
YLR313C,110,179,256,208,139,110,69,0,69,69,179,161,179,69,0,69,69
YLR317W,230,240,195,220,220,240,220,240,220,195,220,208,220,208,220,195,179
YLR318W,256,264,230,220,195,220,208,240,195,139,179,161,161,195,195,139,139
YLR319C,110,139,110,110,179,139,179,110,195,69,0,179,195,110,110,161,179
YLR320W,179,195,179,139,139,179,208,139,179,0,110,161,161,161,139,139,161
YLR324W,294,208,195,208,220,230,208,240,240,220,248,230,220,220,208,195,195
YLR325C,489,485,509,488,510,482,475,474,469,567,502,487,472,500,476,509,505
YLR326W,240,179,277,283,256,248,179,69,179,139,256,248,230,220,139,179,139
YLR327C,447,314,358,436,445,414,353,337,358,376,376,387,374,411,378,408,426
YLR331C,220,240,230,230,248,230,220,256,240,161,208,230,256,195,208,220,220
YLR333C,476,437,491,458,433,430,448,439,443,506,452,456,457,473,447,474,472
YLR334C,110,179,139,139,69,110,110,0,69,0,69,0,69,69,69,0,0
YLR338W,110,110,0,0,69,69,69,0,0,0,0,0,69,69,69,0,0
YLR339C,326,381,387,387,416,389,381,369,401,442,401,399,395,387,371,414,391
YLR340W,399,436,456,444,451,432,422,411,436,504,434,443,441,455,423,461,442
YLR343W,179,195,208,220,195,195,139,161,139,110,139,139,139,139,110,110,110
YLR344W,417,404,419,395,399,383,374,406,371,432,411,389,378,406,406,414,419
YLR345W,271,139,179,179,161,195,220,208,230,179,208,230,230,208,208,220,248
YLR346C,264,179,110,139,110,110,139,139,179,110,161,179,179,179,179,179,195
YLR352W,139,139,110,69,69,110,69,69,161,69,139,139,139,69,69,110,110
YLR353W,161,161,139,208,230,256,264,264,283,208,179,195,230,220,248,248,240
YLR355C,437,458,466,473,482,463,463,495,453,514,482,469,453,483,467,476,468
YLR358C,179,161,179,195,179,220,230,195,220,139,179,195,230,256,220,208,208
YLR364W,240,248,220,240,264,264,230,179,220,179,179,208,208,161,161,208,220
YLR367W,309,337,353,333,326,309,326,366,322,333,326,318,318,356,350,337,347
YLR369W,208,179,161,161,110,139,179,161,208,110,161,179,195,69,161,179,195
YLR374C,69,69,69,110,69,69,69,69,69,0,69,0,69,0,69,0,0
YLR376C,230,264,300,277,256,256,230,195,220,220,248,256,248,230,195,208,220
YLR380W,337,383,383,413,414,403,381,393,343,350,369,358,347,358,356,314,289
YLR381W,161,161,220,195,161,195,161,110,110,110,195,179,179,69,139,110,110
YLR382C,208,195,220,161,139,161,161,110,139,110,195,195,195,69,161,139,139
YLR383W,248,230,330,300,277,240,240,179,195,220,277,289,240,240,220,161,161
YLR384C,264,300,289,264,277,277,289,277,300,248,283,271,294,256,264,271,283
YLR386W,230,240,289,264,240,256,220,208,220,248,271,256,256,240,220,179,208
YLR388W,439,442,464,456,451,422,417,403,432,510,438,442,450,462,419,476,476
YLR392C,256,230,208,240,230,248,240,283,248,220,230,230,220,240,248,220,240
YLR395C,374,322,322,300,330,356,361,333,369,376,369,374,369,343,361,393,399
YLR400W,139,195,161,139,161,139,161,139,179,110,110,139,139,139,110,161,161
YLR401C,230,277,256,248,264,271,248,240,256,220,230,230,256,208,208,240,230
YLR406C,494,470,498,488,477,460,466,484,449,532,485,473,464,487,477,492,484
YLR408C,326,248,240,289,300,294,289,264,277,248,283,283,277,283,277,271,283
YLR411W,179,139,110,69,69,110,69,69,69,69,69,69,69,69,110,69,69
YLR413W,326,411,397,383,371,347,314,277,330,264,289,283,304,264,264,340,343
YLR414C,383,318,350,381,376,383,371,322,366,376,395,376,358,366,337,361,378
YLR415C,69,0,69,69,0,0,0,69,0,0,0,0,69,69,69,0,69
YLR420W,337,322,326,330,271,340,350,337,330,300,337,318,326,337,326,314,304
YLR425W,240,220,208,230,240,256,208,220,248,220,230,230,230,240,220,230,230
YLR426W,220,240,208,208,208,248,220,179,240,195,220,220,230,208,161,208,208
YLR428C,161,139,161,179,139,179,179,220,161,69,161,179,179,139,161,69,110
YLR430W,300,347,271,300,300,330,309,333,322,322,300,289,283,309,304,289,277
YLR432W,248,264,283,264,240,271,283,248,283,240,248,248,277,220,220,256,271
YLR434C,139,179,179,139,110,139,161,161,161,69,139,139,161,139,161,139,139
YLR437C,304,322,340,371,403,391,387,347,376,347,326,350,358,366,343,369,347
YLR438W,179,139,139,110,179,179,179,139,179,161,110,139,161,139,139,139,139
YLR439W,277,300,264,264,264,294,256,230,283,277,294,277,277,264,230,248,248
YLR441C,428,438,425,434,437,408,409,442,416,514,448,439,430,461,439,462,455
YLR444C,264,271,289,264,220,277,294,256,294,271,289,294,289,248,277,294,300
YLR445W,110,110,69,110,69,110,69,69,0,0,0,0,69,110,69,69,0
YLR448W,444,437,470,445,444,432,443,438,425,487,456,443,433,455,439,447,445
YLR450W,161,220,220,220,208,208,161,161,208,179,195,179,179,161,139,161,139
YLR451W,220,271,248,230,240,248,240,179,248,208,208,220,230,220,179,230,230
YLR452C,220,271,230,208,161,195,161,161,195,161,208,195,220,161,179,195,220
YLR453C,179,195,110,161,139,179,161,179,161,69,110,139,139,139,161,139,161
YLR454W,283,318,195,271,195,304,289,283,289,304,330,264,256,271,309,277,256
YLR455W,208,230,161,264,277,277,240,264,220,179,220,240,271,271,271,230,220
YLR457C,230,230,264,208,139,195,195,161,195,139,230,230,208,110,161,161,179
YLR462W,220,248,208,220,230,220,230,220,240,195,230,230,240,179,208,195,230
YLR465C,179,161,161,195,139,161,179,179,161,110,179,161,179,139,179,139,161
YLR467W,434,451,447,430,444,416,403,441,429,493,448,452,429,432,420,433,433
YML008C,411,432,423,437,457,436,423,385,439,484,454,444,434,434,395,458,449
YML009C,333,387,318,326,337,314,289,248,353,330,300,340,343,309,289,364,361
YML010W,264,300,230,294,271,256,300,304,277,220,283,271,277,240,271,248,240
YML012W,429,397,455,420,401,399,417,406,403,428,416,433,426,442,403,422,408
YML013C-A,139,69,110,69,69,69,110,69,110,0,69,110,139,69,69,110,110
YML019W,161,208,195,230,195,208,220,195,240,179,240,240,256,220,179,240,230
YML021C,208,240,271,277,220,220,208,208,195,195,271,264,248,230,208,179,179
YML024W,460,422,469,433,408,422,433,406,411,514,457,438,436,448,420,462,456
YML026C,488,473,516,486,515,477,493,487,474,551,505,492,473,512,474,507,507
YML027W,179,358,399,326,277,314,264,230,208,314,381,337,309,304,271,220,220
YML030W,240,240,179,195,220,230,220,220,277,264,271,264,271,230,230,277,289
YML031W,264,314,309,304,289,309,283,256,304,277,283,283,283,294,264,289,264
YML032C,179,179,179,220,195,220,208,208,208,179,208,208,220,195,220,195,179
YML033W,240,256,208,256,309,322,333,376,343,277,264,264,300,314,337,347,340
YML034W,69,69,0,110,139,195,208,240,208,69,110,110,161,161,161,161,161
YML035C,248,264,220,195,139,208,230,208,230,161,220,208,240,208,195,195,208
YML037C,139,69,110,110,110,110,139,139,110,69,110,110,110,161,110,110,110
YML038C,195,230,264,271,220,230,230,220,240,208,248,248,277,208,208,208,208
YML039W,385,376,387,387,401,371,387,376,371,425,403,383,385,387,361,389,447
YML040W,376,383,369,387,371,361,369,333,369,330,389,361,378,383,330,376,428
YML042W,220,220,139,161,139,139,139,110,179,110,161,139,139,110,110,139,139
YML045W,414,411,391,420,423,397,404,425,387,445,422,404,397,420,399,417,457
YML046W,283,300,248,271,264,289,277,314,277,230,277,264,256,289,283,256,271
YML052W,256,289,318,369,401,423,416,406,409,374,381,361,403,419,408,425,403
YML053C,385,401,404,436,422,429,403,376,389,401,419,383,393,429,393,406,387
YML054C,230,195,110,139,139,139,110,69,139,110,110,110,139,69,110,139,139
YML055W,277,347,300,304,294,283,283,289,309,277,294,294,309,240,283,300,304
YML056C,417,442,397,422,433,414,414,442,409,452,428,422,409,422,430,437,426
YML058C-A,110,0,69,69,0,69,69,0,110,0,0,110,139,0,0,69,69
YML059C,277,264,264,256,256,314,304,248,271,248,318,264,271,309,230,248,240
YML060W,161,208,277,248,208,195,179,161,139,139,220,208,208,139,139,69,69
YML061C,347,347,395,374,337,350,318,318,289,289,356,333,333,347,322,256,256
YML063W,432,443,450,433,473,428,428,414,426,532,457,451,432,434,409,471,465
YML064C,277,271,264,264,256,283,326,289,337,264,264,248,256,256,264,300,283
YML065W,208,248,208,230,271,264,230,195,256,195,195,220,240,208,220,248,220
YML066C,69,110,69,69,69,69,69,69,69,0,69,69,69,69,69,69,69
YML068W,208,195,139,195,195,208,208,240,195,110,139,195,208,208,208,179,179
YML073C,419,408,452,428,425,411,422,426,414,475,432,425,419,441,420,439,430
YML074C,409,425,449,430,439,430,439,442,432,462,438,433,417,437,432,428,413
YML077W,326,369,337,343,314,326,318,289,330,289,314,314,318,304,271,326,322
YML078W,347,389,371,353,364,353,340,340,385,383,369,371,364,353,347,376,366
YML080W,314,383,314,350,333,343,347,364,330,271,294,300,314,318,326,304,289
YML081W,277,322,264,277,277,289,277,294,300,256,283,283,300,277,283,277,277
YML082W,161,220,139,161,195,230,208,256,220,179,161,179,179,195,208,179,179
YML083C,220,110,161,161,110,139,139,110,69,0,110,110,110,139,139,69,110
YML090W,0,0,0,0,0,0,0,0,110,69,69,69,69,0,69,110,110
YML091C,208,161,161,240,277,264,208,220,300,248,240,248,256,208,208,271,294
YML093W,369,425,374,385,397,399,406,428,389,361,366,364,376,391,404,383,376
YML094W,387,422,343,371,356,381,385,413,374,358,371,364,366,378,385,378,371
YML095C,248,195,195,179,161,208,208,195,208,69,161,179,195,179,161,179,220
YML096W,220,208,230,208,179,220,230,208,230,139,195,220,230,195,195,195,195
YML100W,318,179,179,195,161,179,139,110,161,161,230,220,220,208,208,195,220
YML101C,195,264,283,309,330,304,300,240,343,356,337,347,314,271,277,322,309
YML102C-A,179,256,318,256,195,179,139,139,208,264,264,240,208,195,179,179,195
YML102W,208,256,326,283,220,208,179,179,208,256,264,256,220,230,179,179,161
YML103C,256,289,208,256,264,294,283,309,289,240,264,256,271,264,289,264,264
YML104C,230,271,195,248,271,283,264,277,277,230,220,264,277,248,283,264,248
YML105C,353,391,340,366,361,358,356,389,364,358,353,366,358,353,358,356,347
YML109W,208,230,300,264,230,264,248,208,208,220,248,240,240,230,208,161,161
YML114C,371,364,356,350,343,361,340,340,343,333,358,326,314,369,326,333,326
YML115C,264,289,283,256,277,271,264,289,283,248,256,271,277,264,271,264,256
YML117W,220,208,139,240,277,283,240,256,230,230,264,248,240,240,256,230,230
YML119W,264,240,271,264,220,309,376,387,381,304,314,289,289,318,337,356,350
YML120C,230,110,139,179,195,230,208,230,264,195,248,240,248,220,230,248,277
YML122C,69,69,69,69,0,0,0,0,0,0,0,0,69,69,0,69,69
YML128C,256,220,110,110,110,110,110,139,139,110,179,179,195,161,195,179,179
YML130C,408,397,294,283,283,300,289,326,309,277,300,289,294,294,300,294,304
YML131W,220,208,179,139,139,161,139,139,195,161,161,208,220,139,161,161,139
YML133C,395,385,430,387,374,364,378,371,393,449,409,414,399,389,376,393,399
YMR001C,139,139,110,179,208,277,309,322,304,179,208,208,264,248,277,283,277
YMR003W,304,294,309,403,420,436,397,353,318,230,289,340,374,408,383,340,314
YMR006C,110,240,277,326,337,322,271,208,195,110,161,195,230,195,208,220,208
YMR007W,195,230,161,195,195,179,179,220,240,240,208,179,161,195,179,195,179
YMR008C,383,369,294,309,300,326,353,391,369,353,364,347,333,318,333,333,333
YMR009W,429,385,304,404,395,409,397,420,369,343,376,350,356,378,409,389,401
YMR011W,283,350,397,401,374,353,366,361,391,422,389,385,369,337,294,309,371
YMR017W,161,161,110,110,110,110,69,69,69,0,69,69,69,0,0,0,69
YMR018W,179,208,161,139,139,139,139,110,139,69,139,110,110,139,110,110,139
YMR021C,277,304,240,271,271,277,277,294,264,220,256,248,240,248,264,240,230
YMR022W,374,376,361,366,356,361,347,376,356,361,374,371,350,347,358,347,347
YMR023C,230,208,139,161,139,179,161,195,179,69,161,161,161,110,161,161,161
YMR024W,277,264,240,220,161,248,271,240,289,271,277,289,300,271,240,277,289
YMR025W,220,161,110,161,139,179,195,139,179,69,179,161,179,179,161,179,195
YMR030W,220,208,195,195,139,179,161,110,161,139,179,161,161,110,139,139,139
YMR031C,179,195,69,69,139,161,220,220,294,230,195,195,195,139,179,256,277
YMR032W,69,69,110,110,110,230,294,337,283,195,195,139,139,208,256,240,240
YMR033W,179,277,208,248,248,271,271,289,264,179,248,256,264,264,264,240,248
YMR034C,195,139,69,69,69,69,69,110,110,69,69,69,69,69,69,69,69
